Station Name: HOLYCROSS-Cabragh_Wetlands
Station Height: 94 M 
Latitude:52.640  ,Longitude: -7.838


date: -   09 to 09 utc
rain: -   Precipitation Amount (mm)
maxt: -   Maximum Temperature (C)
mint: -   Minimum Temperature (C)
gmin: -   09utc Grass Minimum Temperature (C)
soil: -   10cm Soil Temperature (C)
ind:  -	  Indicator

date,ind,rain,ind,maxt,ind,mint,gmin,soil
13-sep-2014,0,0.000, , , , , , 
14-sep-2014,0,0.000, , , , , , 
15-sep-2014,0,0.000, , , , , , 
16-sep-2014,0,0.000, , , , , , 
17-sep-2014,0,0.000, , , , , , 
18-sep-2014,0,1.300, , , , , , 
19-sep-2014,0,12.800, , , , , , 
20-sep-2014,4,0.000, , , , , , 
21-sep-2014,0,0.100, , , , , , 
22-sep-2014,0,0.500, , , , , , 
23-sep-2014,0,2.500, , , , , , 
24-sep-2014,0,0.400, , , , , , 
25-sep-2014,0,0.000, , , , , , 
26-sep-2014,0,0.000, , , , , , 
27-sep-2014,0,0.000, , , , , , 
28-sep-2014,0,2.200, , , , , , 
29-sep-2014,0,0.200, , , , , , 
30-sep-2014,0,2.100, , , , , , 
01-oct-2014,4,0.000, , , , , , 
02-oct-2014,0,1.200, , , , , , 
03-oct-2014,0,19.000, , , , , , 
04-oct-2014,0,0.600, , , , , , 
05-oct-2014,0,14.000, , , , , , 
06-oct-2014,4,0.000, , , , , , 
07-oct-2014,0,6.800, , , , , , 
08-oct-2014,0,4.500, , , , , , 
09-oct-2014,0,0.200, , , , , , 
10-oct-2014,0,0.000, , , , , , 
11-oct-2014,0,0.000, , , , , , 
12-oct-2014,0,0.000, , , , , , 
13-oct-2014,0,0.000, , , , , , 
14-oct-2014,0,0.200, , , , , , 
15-oct-2014,0,2.800, , , , , , 
16-oct-2014,0,9.200, , , , , , 
17-oct-2014,0,12.700, , , , , , 
18-oct-2014,0,0.100, , , , , , 
19-oct-2014,0,0.400, , , , , , 
20-oct-2014,0,1.900, , , , , , 
21-oct-2014,0,1.300, , , , , , 
22-oct-2014,0,0.100, , , , , , 
23-oct-2014,0,1.400, , , , , , 
24-oct-2014,0,0.100, , , , , , 
25-oct-2014,0,0.200, , , , , , 
26-oct-2014,0,0.200, , , , , , 
27-oct-2014,0,13.200, , , , , , 
28-oct-2014,0,4.200, , , , , , 
29-oct-2014,0,1.700, , , , , , 
30-oct-2014,0,0.800, , , , , , 
31-oct-2014,0,4.700, , , , , , 
01-nov-2014,0,8.100, , , , , , 
02-nov-2014,0,2.600, , , , , , 
03-nov-2014,0,0.300, , , , , , 
04-nov-2014,0,0.600, , , , , , 
05-nov-2014,0,1.000, , , , , , 
06-nov-2014,0,22.600, , , , , , 
07-nov-2014,0,15.800, , , , , , 
08-nov-2014,0,0.000, , , , , , 
09-nov-2014,0,0.800, , , , , , 
10-nov-2014,0,9.600, , , , , , 
11-nov-2014,0,9.100, , , , , , 
12-nov-2014,0,21.000, , , , , , 
13-nov-2014,0,35.600, , , , , , 
14-nov-2014,0,2.900, , , , , , 
15-nov-2014,0,0.400, , , , , , 
16-nov-2014,0,0.200, , , , , , 
17-nov-2014,4,0.000, , , , , , 
18-nov-2014,0,0.500, , , , , , 
19-nov-2014,0,2.100, , , , , , 
20-nov-2014,0,2.200, , , , , , 
21-nov-2014,0,13.700, , , , , , 
22-nov-2014,0,0.100, , , , , , 
23-nov-2014,4,0.000, , , , , , 
24-nov-2014,0,2.300, , , , , , 
25-nov-2014,0,0.000, , , , , , 
26-nov-2014,0,0.300, , , , , , 
27-nov-2014,0,0.000, , , , , , 
28-nov-2014,0,0.000, , , , , , 
29-nov-2014,0,0.000, , , , , , 
30-nov-2014,0,0.000, , , , , , 
01-dec-2014,0,1.500, , , , , , 
02-dec-2014,0,0.000, , , , , , 
03-dec-2014,0,0.000, , , , , , 
04-dec-2014,0,0.400, , , , , , 
05-dec-2014,0,0.600, , , , , , 
06-dec-2014,0,4.200, , , , , , 
07-dec-2014,0,4.300, , , , , , 
08-dec-2014,4,0.000, , , , , , 
09-dec-2014,0,3.900, , , , , , 
10-dec-2014,0,11.400, , , , , , 
11-dec-2014,0,16.300, , , , , , 
12-dec-2014,0,0.000, , , , , , 
13-dec-2014,0,1.500, , , , , , 
14-dec-2014,0,2.400, , , , , , 
15-dec-2014,4,0.000, , , , , , 
16-dec-2014,0,5.400, , , , , , 
17-dec-2014,0,11.200, , , , , , 
18-dec-2014,0,7.600, , , , , , 
19-dec-2014,0,0.400, , , , , , 
20-dec-2014,0,0.500, , , , , , 
21-dec-2014,0,1.100, , , , , , 
22-dec-2014,0,4.300, , , , , , 
23-dec-2014,0,2.800, , , , , , 
24-dec-2014,4,0.000, , , , , , 
25-dec-2014,0,7.800, , , , , , 
26-dec-2014,0,4.000, , , , , , 
27-dec-2014,0,0.000, , , , , , 
28-dec-2014,0,0.000, , , , , , 
29-dec-2014,0,0.000, , , , , , 
30-dec-2014,0,0.700, , , , , , 
31-dec-2014,0,6.500, , , , , , 
01-jan-2015,0,2.400, , , , , , 
02-jan-2015,0,13.500, , , , , , 
03-jan-2015,0,0.200, , , , , , 
04-jan-2015,4,0.000, , , , , , 
05-jan-2015,0,5.600, , , , , , 
06-jan-2015,0,6.500, , , , , , 
07-jan-2015,0,6.000, , , , , , 
08-jan-2015,0,3.100, , , , , , 
09-jan-2015,0,4.500, , , , , , 
10-jan-2015,0,3.500, , , , , , 
11-jan-2015,0,9.700, , , , , , 
12-jan-2015,0,1.400, , , , , , 
13-jan-2015,0,0.000, , , , , , 
14-jan-2015,0,16.100, , , , , , 
15-jan-2015,0,11.100, , , , , , 
16-jan-2015,0,2.100, , , , , , 
17-jan-2015,0,1.900, , , , , , 
18-jan-2015,0,0.000, , , , , , 
19-jan-2015,0,13.700, , , , , , 
20-jan-2015,0,1.200, , , , , , 
21-jan-2015,0,0.100, , , , , , 
22-jan-2015,0,0.800, , , , , , 
23-jan-2015,0,0.800, , , , , , 
24-jan-2015,4,0.000, , , , , , 
25-jan-2015,0,1.600, , , , , , 
26-jan-2015,4,0.000, , , , , , 
27-jan-2015,0,1.600, , , , , , 
28-jan-2015,0,10.800, , , , , , 
29-jan-2015,0,6.900, , , , , , 
30-jan-2015,0,0.800, , , , , , 
31-jan-2015,4,0.000, , , , , , 
01-feb-2015,0,0.000, , , , , , 
02-feb-2015,0,0.000, , , , , , 
03-feb-2015,0,0.400, , , , , , 
04-feb-2015,0,0.000, , , , , , 
05-feb-2015,4,0.000, , , , , , 
06-feb-2015,0,0.100, , , , , , 
07-feb-2015,4,0.000, , , , , , 
08-feb-2015,0,0.000, , , , , , 
09-feb-2015,0,0.100, , , , , , 
10-feb-2015,0,0.000, , , , , , 
11-feb-2015,0,0.000, , , , , , 
12-feb-2015,0,6.500, , , , , , 
13-feb-2015,0,7.200, , , , , , 
14-feb-2015,4,0.000, , , , , , 
15-feb-2015,0,6.000, , , , , , 
16-feb-2015,0,0.100, , , , , , 
17-feb-2015,4,0.000, , , , , , 
18-feb-2015,0,2.600, , , , , , 
19-feb-2015,0,1.500, , , , , , 
20-feb-2015,0,1.000, , , , , , 
21-feb-2015,0,7.000, , , , , , 
22-feb-2015,0,5.900, , , , , , 
23-feb-2015,0,11.900, , , , , , 
24-feb-2015,0,3.200, , , , , , 
25-feb-2015,0,3.100, , , , , , 
26-feb-2015,0,2.500, , , , , , 
27-feb-2015,0,0.200, , , , , , 
28-feb-2015,0,1.900, , , , , , 
01-mar-2015,0,8.500, , , , , , 
02-mar-2015,0,6.300, , , , , , 
03-mar-2015,0,5.900, , , , , , 
04-mar-2015,0,0.100, , , , , , 
05-mar-2015,0,0.000, , , , , , 
06-mar-2015,0,0.000, , , , , , 
07-mar-2015,1,5.500, , , , , , 
08-mar-2015,1,3.000, , , , , , 
09-mar-2015,4,0.000, , , , , , 
10-mar-2015,0,3.900, , , , , , 
11-mar-2015,0,9.400, , , , , , 
12-mar-2015,0,3.000, , , , , , 
13-mar-2015,0,0.100, , , , , , 
14-mar-2015,0,0.000, , , , , , 
15-mar-2015,0,0.000, , , , , , 
16-mar-2015,0,0.000, , , , , , 
17-mar-2015,0,0.000, , , , , , 
18-mar-2015,0,0.000, , , , , , 
19-mar-2015,0,0.000, , , , , , 
20-mar-2015,0,0.000, , , , , , 
21-mar-2015,0,0.000, , , , , , 
22-mar-2015,0,0.000, , , , , , 
23-mar-2015,0,1.100, , , , , , 
24-mar-2015,0,0.800, , , , , , 
25-mar-2015,0,6.800, , , , , , 
26-mar-2015,4,0.000, , , , , , 
27-mar-2015,0,2.100, , , , , , 
28-mar-2015,0,7.300, , , , , , 
29-mar-2015,0,1.300, , , , , , 
30-mar-2015,0,9.800, , , , , , 
31-mar-2015,0,0.700, , , , , , 
01-apr-2015,0,1.000, , , , , , 
02-apr-2015,0,2.300, , , , , , 
03-apr-2015,0,0.100, , , , , , 
04-apr-2015,0,0.000, , , , , , 
05-apr-2015,0,0.000, , , , , , 
06-apr-2015,0,0.000, , , , , , 
07-apr-2015,0,0.000, , , , , , 
08-apr-2015,0,0.000, , , , , , 
09-apr-2015,0,0.000, , , , , , 
10-apr-2015,0,3.800, , , , , , 
11-apr-2015,0,3.200, , , , , , 
12-apr-2015,0,0.900, , , , , , 
13-apr-2015,4,0.000, , , , , , 
14-apr-2015,0,0.000, , , , , , 
15-apr-2015,0,0.000, , , , , , 
16-apr-2015,0,0.000, , , , , , 
17-apr-2015,0,0.000, , , , , , 
18-apr-2015,0,0.000, , , , , , 
19-apr-2015,0,0.000, , , , , , 
20-apr-2015,0,0.000, , , , , , 
21-apr-2015,0,0.000, , , , , , 
22-apr-2015,0,0.000, , , , , , 
23-apr-2015,0,0.000, , , , , , 
24-apr-2015,0,1.600, , , , , , 
25-apr-2015,0,3.000, , , , , , 
26-apr-2015,0,0.200, , , , , , 
27-apr-2015,0,0.700, , , , , , 
28-apr-2015,0,4.300, , , , , , 
29-apr-2015,0,1.400, , , , , , 
30-apr-2015,0,0.100, , , , , , 
01-may-2015,0,7.800, , , , , , 
02-may-2015,0,18.200, , , , , , 
03-may-2015,0,1.800, , , , , , 
04-may-2015,0,15.900, , , , , , 
05-may-2015,0,2.400, , , , , , 
06-may-2015,0,7.000, , , , , , 
07-may-2015,0,6.300, , , , , , 
08-may-2015,0,14.900, , , , , , 
09-may-2015,0,1.200, , , , , , 
10-may-2015,0,2.900, , , , , , 
11-may-2015,0,1.100, , , , , , 
12-may-2015,0,0.000, , , , , , 
13-may-2015,0,2.800, , , , , , 
14-may-2015,0,0.100, , , , , , 
15-may-2015,0,0.300, , , , , , 
16-may-2015,0,0.000, , , , , , 
17-may-2015,0,4.500, , , , , , 
18-may-2015,0,2.500, , , , , , 
19-may-2015,0,3.100, , , , , , 
20-may-2015,0,0.300, , , , , , 
21-may-2015,0,0.000, , , , , , 
22-may-2015,0,0.500, , , , , , 
23-may-2015,0,0.000, , , , , , 
24-may-2015,0,0.000, , , , , , 
25-may-2015,0,0.000, , , , , , 
26-may-2015,0,0.000, , , , , , 
27-may-2015,0,2.100, , , , , , 
28-may-2015,0,5.900, , , , , , 
29-may-2015,0,0.200, , , , , , 
30-may-2015,0,5.100, , , , , , 
31-may-2015,0,1.100, , , , , , 
01-jun-2015,0,11.400, , , , , , 
02-jun-2015,0,0.000, , , , , , 
03-jun-2015,0,0.200, , , , , , 
04-jun-2015,0,5.600, , , , , , 
05-jun-2015,0,1.400, , , , , , 
06-jun-2015,0,0.000, , , , , , 
07-jun-2015,0,0.000, , , , , , 
08-jun-2015,0,0.000, , , , , , 
09-jun-2015,0,0.000, , , , , , 
10-jun-2015,0,0.000, , , , , , 
11-jun-2015,0,1.900, , , , , , 
12-jun-2015,0,0.400, , , , , , 
13-jun-2015,0,0.100, , , , , , 
14-jun-2015,0,0.000, , , , , , 
15-jun-2015,0,0.000, , , , , , 
16-jun-2015,0,0.000, , , , , , 
17-jun-2015,0,0.000, , , , , , 
18-jun-2015,0,0.000, , , , , , 
19-jun-2015,0,0.000, , , , , , 
20-jun-2015,0,0.300, , , , , , 
21-jun-2015,0,0.800, , , , , , 
22-jun-2015,0,0.000, , , , , , 
23-jun-2015,0,0.000, , , , , , 
24-jun-2015,0,0.000, , , , , , 
25-jun-2015,0,2.100, , , , , , 
26-jun-2015,0,0.200, , , , , , 
27-jun-2015,0,3.200, , , , , , 
28-jun-2015,4,0.000, , , , , , 
29-jun-2015,0,0.000, , , , , , 
30-jun-2015,0,0.200, , , , , , 
01-jul-2015,4,0.000, , , , , , 
02-jul-2015,0,0.000, , , , , , 
03-jul-2015,0,4.700, , , , , , 
04-jul-2015,0,6.100, , , , , , 
05-jul-2015,0,6.800, , , , , , 
06-jul-2015,0,1.900, , , , , , 
07-jul-2015,0,2.700, , , , , , 
08-jul-2015,4,0.000, , , , , , 
09-jul-2015,0,0.000, , , , , , 
10-jul-2015,0,0.200, , , , , , 
11-jul-2015,0,3.400, , , , , , 
12-jul-2015,0,5.300, , , , , , 
13-jul-2015,0,0.600, , , , , , 
14-jul-2015,4,0.000, , , , , , 
15-jul-2015,0,0.100, , , , , , 
16-jul-2015,0,5.800, , , , , , 
17-jul-2015,0,0.700, , , , , , 
18-jul-2015,0,17.400, , , , , , 
19-jul-2015,0,1.900, , , , , , 
20-jul-2015,0,0.800, , , , , , 
21-jul-2015,0,0.000, , , , , , 
22-jul-2015,0,1.100, , , , , , 
23-jul-2015,0,0.000, , , , , , 
24-jul-2015,4,0.000, , , , , , 
25-jul-2015,0,6.500, , , , , , 
26-jul-2015,0,4.100, , , , , , 
27-jul-2015,0,0.600, , , , , , 
28-jul-2015,0,1.500, , , , , , 
29-jul-2015,0,0.400, , , , , , 
30-jul-2015,0,0.000, , , , , , 
31-jul-2015,0,0.600, , , , , , 
01-aug-2015,0,4.500, , , , , , 
02-aug-2015,0,12.400, , , , , , 
03-aug-2015,0,3.800, , , , , , 
04-aug-2015,0,12.700, , , , , , 
05-aug-2015,0,3.400, , , , , , 
06-aug-2015,0,0.000, , , , , , 
07-aug-2015,0,0.300, , , , , , 
08-aug-2015,0,1.000, , , , , , 
09-aug-2015,0,0.600, , , , , , 
10-aug-2015,0,0.200, , , , , , 
11-aug-2015,0,0.000, , , , , , 
12-aug-2015,0,0.000, , , , , , 
13-aug-2015,0,0.000, , , , , , 
14-aug-2015,0,0.000, , , , , , 
15-aug-2015,0,0.000, , , , , , 
16-aug-2015,0,0.100, , , , , , 
17-aug-2015,0,0.000, , , , , , 
18-aug-2015,0,3.100, , , , , , 
19-aug-2015,0,0.600, , , , , , 
20-aug-2015,0,0.000, , , , , , 
21-aug-2015,4,0.000, , , , , , 
22-aug-2015,0,8.600, , , , , , 
23-aug-2015,0,0.100, , , , , , 
24-aug-2015,0,0.700, , , , , , 
25-aug-2015,0,41.600, , , , , , 
26-aug-2015,0,3.200, , , , , , 
27-aug-2015,0,1.900, , , , , , 
28-aug-2015,0,1.200, , , , , , 
29-aug-2015,0,7.000, , , , , , 
30-aug-2015,0,0.200, , , , , , 
31-aug-2015,4,0.000, , , , , , 
01-sep-2015,0,0.000, , , , , , 
02-sep-2015,0,0.000, , , , , , 
03-sep-2015,0,0.000, , , , , , 
04-sep-2015,0,0.000, , , , , , 
05-sep-2015,0,0.000, , , , , , 
06-sep-2015,0,0.000, , , , , , 
07-sep-2015,0,0.000, , , , , , 
08-sep-2015,0,0.000, , , , , , 
09-sep-2015,0,0.000, , , , , , 
10-sep-2015,0,4.400, , , , , , 
11-sep-2015,0,11.200, , , , , , 
12-sep-2015,0,2.900, , , , , , 
13-sep-2015,0,6.400, , , , , , 
14-sep-2015,0,7.500, , , , , , 
15-sep-2015,0,0.000, , , , , , 
16-sep-2015,0,0.500, , , , , , 
17-sep-2015,0,0.600, , , , , , 
18-sep-2015,4,0.000, , , , , , 
19-sep-2015,0,0.000, , , , , , 
20-sep-2015,0,10.600, , , , , , 
21-sep-2015,0,1.300, , , , , , 
22-sep-2015,0,0.000, , , , , , 
23-sep-2015,0,0.900, , , , , , 
24-sep-2015,0,0.200, , , , , , 
25-sep-2015,0,0.000, , , , , , 
26-sep-2015,0,0.000, , , , , , 
27-sep-2015,0,0.000, , , , , , 
28-sep-2015,4,0.000, , , , , , 
29-sep-2015,0,0.000, , , , , , 
30-sep-2015,4,0.000, , , , , , 
01-oct-2015,0,0.000, , , , , , 
02-oct-2015,0,0.000, , , , , , 
03-oct-2015,0,0.000, , , , , , 
04-oct-2015,0,1.300, , , , , , 
05-oct-2015,0,3.200, , , , , , 
06-oct-2015,0,0.700, , , , , , 
07-oct-2015,0,0.000, , , , , , 
08-oct-2015,0,0.400, , , , , , 
09-oct-2015,0,0.600, , , , , , 
10-oct-2015,0,0.000, , , , , , 
11-oct-2015,0,0.000, , , , , , 
12-oct-2015,0,0.000, , , , , , 
13-oct-2015,0,0.000, , , , , , 
14-oct-2015,0,0.000, , , , , , 
15-oct-2015,0,0.000, , , , , , 
16-oct-2015,0,0.000, , , , , , 
17-oct-2015,1,0.000, , , , , , 
18-oct-2015,1,0.800, , , , , , 
19-oct-2015,0,0.000, , , , , , 
20-oct-2015,0,3.900, , , , , , 
21-oct-2015,0,0.200, , , , , , 
22-oct-2015,0,0.000, , , , , , 
23-oct-2015,1,11.200, , , , , , 
24-oct-2015,1,0.600, , , , , , 
25-oct-2015,1,0.900, , , , , , 
26-oct-2015,0,5.500, , , , , , 
27-oct-2015,0,8.600, , , , , , 
28-oct-2015,0,6.200, , , , , , 
29-oct-2015,0,1.000, , , , , , 
30-oct-2015,0,3.900, , , , , , 
31-oct-2015,0,0.000, , , , , , 
01-nov-2015,0,0.900, , , , , , 
02-nov-2015,0,0.000, , , , , , 
03-nov-2015,0,0.000, , , , , , 
04-nov-2015,0,5.800, , , , , , 
05-nov-2015,0,2.900, , , , , , 
06-nov-2015,0,3.600, , , , , , 
07-nov-2015,0,9.000, , , , , , 
08-nov-2015,0,8.200, , , , , , 
09-nov-2015,0,4.000, , , , , , 
10-nov-2015,0,6.500, , , , , , 
11-nov-2015,1,4.300, , , , , , 
12-nov-2015,1,10.800, , , , , , 
13-nov-2015,0,14.500, , , , , , 
14-nov-2015,0,8.300, , , , , , 
15-nov-2015,0,0.900, , , , , , 
16-nov-2015,0,6.500, , , , , , 
17-nov-2015,0,24.500, , , , , , 
18-nov-2015,0,10.900, , , , , , 
19-nov-2015,0,0.000, , , , , , 
20-nov-2015,0,0.800, , , , , , 
21-nov-2015,0,0.200, , , , , , 
22-nov-2015,0,0.000, , , , , , 
23-nov-2015,0,2.900, , , , , , 
24-nov-2015,0,0.400, , , , , , 
25-nov-2015,0,0.100, , , , , , 
26-nov-2015,0,0.700, , , , , , 
27-nov-2015,0,5.000, , , , , , 
28-nov-2015,0,9.000, , , , , , 
29-nov-2015,0,17.400, , , , , , 
30-nov-2015,0,11.200, , , , , , 
01-dec-2015,0,2.900, , , , , , 
02-dec-2015,0,12.400, , , , , , 
03-dec-2015,0,18.800, , , , , , 
04-dec-2015,0,11.700, , , , , , 
05-dec-2015,0,5.800, , , , , , 
06-dec-2015,0,2.700, , , , , , 
07-dec-2015,0,6.800, , , , , , 
08-dec-2015,0,3.700, , , , , , 
09-dec-2015,0,9.800, , , , , , 
10-dec-2015,0,1.100, , , , , , 
11-dec-2015,0,30.100, , , , , , 
12-dec-2015,0,18.000, , , , , , 
13-dec-2015,0,7.400, , , , , , 
14-dec-2015,0,3.800, , , , , , 
15-dec-2015,0,8.800, , , , , , 
16-dec-2015,0,5.900, , , , , , 
17-dec-2015,0,3.900, , , , , , 
18-dec-2015,0,4.100, , , , , , 
19-dec-2015,0,0.900, , , , , , 
20-dec-2015,0,5.700, , , , , , 
21-dec-2015,0,6.100, , , , , , 
22-dec-2015,0,4.700, , , , , , 
23-dec-2015,0,11.800, , , , , , 
24-dec-2015,0,7.400, , , , , , 
25-dec-2015,0,15.300, , , , , , 
26-dec-2015,0,7.700, , , , , , 
27-dec-2015,0,10.500, , , , , , 
28-dec-2015,0,11.800, , , , , , 
29-dec-2015,0,25.300, , , , , , 
30-dec-2015,0,14.000, , , , , , 
31-dec-2015,0,3.700, , , , , , 
01-jan-2016,1,22.600, , , , , , 
02-jan-2016,1,9.100, , , , , , 
03-jan-2016,0,0.600, , , , , , 
04-jan-2016,0,7.300, , , , , , 
05-jan-2016,0,0.100, , , , , , 
06-jan-2016,0,14.400, , , , , , 
07-jan-2016,0,3.400, , , , , , 
08-jan-2016,0,8.400, , , , , , 
09-jan-2016,0,9.500, , , , , , 
10-jan-2016,0,0.200, , , , , , 
11-jan-2016,0,0.000, , , , , , 
12-jan-2016,0,0.000, , , , , , 
13-jan-2016,0,2.400, , , , , , 
14-jan-2016,0,0.000, , , , , , 
15-jan-2016,0,0.200, , , , , , 
16-jan-2016,0,0.100, , , , , , 
17-jan-2016,0,5.800, , , , , , 
18-jan-2016,4,0.000, , , , , , 
19-jan-2016,0,0.300, , , , , , 
20-jan-2016,0,4.000, , , , , , 
21-jan-2016,0,6.800, , , , , , 
22-jan-2016,0,1.100, , , , , , 
23-jan-2016,0,0.400, , , , , , 
24-jan-2016,0,0.100, , , , , , 
25-jan-2016,0,4.000, , , , , , 
26-jan-2016,0,10.800, , , , , , 
27-jan-2016,0,0.800, , , , , , 
28-jan-2016,0,6.300, , , , , , 
29-jan-2016,0,2.600, , , , , , 
30-jan-2016,0,5.800, , , , , , 
31-jan-2016,0,1.800, , , , , , 
01-feb-2016,0,0.900, , , , , , 
02-feb-2016,0,3.400, , , , , , 
03-feb-2016,0,0.300, , , , , , 
04-feb-2016,0,0.800, , , , , , 
05-feb-2016,0,12.200, , , , , , 
06-feb-2016,0,7.400, , , , , , 
07-feb-2016,0,27.900, , , , , , 
08-feb-2016,0,7.000, , , , , , 
09-feb-2016,0,4.300, , , , , , 
10-feb-2016,0,1.000, , , , , , 
11-feb-2016,0,0.600, , , , , , 
12-feb-2016,0,8.000, , , , , , 
13-feb-2016,0,5.800, , , , , , 
14-feb-2016,0,2.000, , , , , , 
15-feb-2016,4,0.000, , , , , , 
16-feb-2016,0,23.200, , , , , , 
17-feb-2016,0,1.300, , , , , , 
18-feb-2016,0,0.800, , , , , , 
19-feb-2016,0,3.100, , , , , , 
20-feb-2016,0,7.100, , , , , , 
21-feb-2016,0,3.900, , , , , , 
22-feb-2016,0,0.200, , , , , , 
23-feb-2016,0,0.100, , , , , , 
24-feb-2016,0,0.000, , , , , , 
25-feb-2016,0,1.700, , , , , , 
26-feb-2016,0,11.700, , , , , , 
27-feb-2016,0,0.100, , , , , , 
28-feb-2016,0,2.100, , , , , , 
29-feb-2016,0,14.300, , , , , , 
01-mar-2016,0,8.900, , , , , , 
02-mar-2016,0,0.900, , , , , , 
03-mar-2016,0,2.600, , , , , , 
04-mar-2016,0,0.200, , , , , , 
05-mar-2016,0,1.400, , , , , , 
06-mar-2016,0,4.600, , , , , , 
07-mar-2016,0,1.900, , , , , , 
08-mar-2016,0,4.500, , , , , , 
09-mar-2016,0,0.300, , , , , , 
10-mar-2016,0,0.000, , , , , , 
11-mar-2016,0,0.000, , , , , , 
12-mar-2016,0,0.000, , , , , , 
13-mar-2016,0,0.000, , , , , , 
14-mar-2016,0,0.000, , , , , , 
15-mar-2016,0,0.000, , , , , , 
16-mar-2016,0,0.000, , , , , , 
17-mar-2016,0,0.000, , , , , , 
18-mar-2016,0,0.000, , , , , , 
19-mar-2016,0,0.000, , , , , , 
20-mar-2016,0,0.000, , , , , , 
21-mar-2016,0,0.000, , , , , , 
22-mar-2016,0,0.000, , , , , , 
23-mar-2016,0,2.500, , , , , , 
24-mar-2016,4,0.000, , , , , , 
25-mar-2016,0,10.100, , , , , , 
26-mar-2016,0,8.000, , , , , , 
27-mar-2016,0,0.300, , , , , , 
28-mar-2016,0,0.100, , , , , , 
29-mar-2016,0,4.500, , , , , , 
30-mar-2016,0,0.400, , , , , , 
31-mar-2016,0,3.500, , , , , , 
01-apr-2016,0,6.800, , , , , , 
02-apr-2016,1,19.300, , , , , , 
03-apr-2016,1,4.100, , , , , , 
04-apr-2016,0,0.200, , , , , , 
05-apr-2016,0,2.300, , , , , , 
06-apr-2016,0,5.000, , , , , , 
07-apr-2016,0,1.500, , , , , , 
08-apr-2016,0,2.500, , , , , , 
09-apr-2016,0,8.800, , , , , , 
10-apr-2016,0,13.300, , , , , , 
11-apr-2016,0,0.300, , , , , , 
12-apr-2016,0,0.000, , , , , , 
13-apr-2016,4,0.000, , , , , , 
14-apr-2016,0,0.600, , , , , , 
15-apr-2016,0,1.700, , , , , , 
16-apr-2016,0,0.000, , , , , , 
17-apr-2016,4,0.000, , , , , , 
18-apr-2016,0,0.000, , , , , , 
19-apr-2016,0,0.000, , , , , , 
20-apr-2016,0,0.000, , , , , , 
21-apr-2016,0,0.000, , , , , , 
22-apr-2016,0,0.000, , , , , , 
23-apr-2016,0,0.000, , , , , , 
24-apr-2016,0,0.100, , , , , , 
25-apr-2016,0,0.000, , , , , , 
26-apr-2016,0,0.000, , , , , , 
27-apr-2016,0,2.400, , , , , , 
28-apr-2016,0,1.000, , , , , , 
29-apr-2016,0,0.600, , , , , , 
30-apr-2016,0,1.900, , , , , , 
01-may-2016,0,2.700, , , , , , 
02-may-2016,0,0.600, , , , , , 
03-may-2016,0,0.200, , , , , , 
04-may-2016,0,0.100, , , , , , 
05-may-2016,4,0.000, , , , , , 
06-may-2016,0,4.400, , , , , , 
07-may-2016,0,11.400, , , , , , 
08-may-2016,0,0.100, , , , , , 
09-may-2016,0,9.100, , , , , , 
10-may-2016,0,1.400, , , , , , 
11-may-2016,0,0.700, , , , , , 
12-may-2016,0,0.000, , , , , , 
13-may-2016,0,0.000, , , , , , 
14-may-2016,0,0.000, , , , , , 
15-may-2016,0,0.000, , , , , , 
16-may-2016,0,0.000, , , , , , 
17-may-2016,0,1.900, , , , , , 
18-may-2016,0,2.800, , , , , , 
19-may-2016,0,0.800, , , , , , 
20-may-2016,0,7.600, , , , , , 
21-may-2016,0,4.200, , , , , , 
22-may-2016,0,7.200, , , , , , 
23-may-2016,0,0.100, , , , , , 
24-may-2016,0,0.000, , , , , , 
25-may-2016,0,0.000, , , , , , 
26-may-2016,0,0.600, , , , , , 
27-may-2016,0,4.100, , , , , , 
28-may-2016,0,0.000, , , , , , 
29-may-2016,0,5.800, , , , , , 
30-may-2016,0,0.000, , , , , , 
31-may-2016,0,0.000, , , , , , 
01-jun-2016,0,0.000, , , , , , 
02-jun-2016,0,0.000, , , , , , 
03-jun-2016,0,0.000, , , , , , 
04-jun-2016,0,0.000, , , , , , 
05-jun-2016,0,0.000, , , , , , 
06-jun-2016,0,0.000, , , , , , 
07-jun-2016,0,0.000, , , , , , 
08-jun-2016,0,0.000, , , , , , 
09-jun-2016,0,1.500, , , , , , 
10-jun-2016,0,1.700, , , , , , 
11-jun-2016,0,7.300, , , , , , 
12-jun-2016,0,7.600, , , , , , 
13-jun-2016,0,0.500, , , , , , 
14-jun-2016,1,14.000, , , , , , 
15-jun-2016,1,3.900, , , , , , 
16-jun-2016,0,0.500, , , , , , 
17-jun-2016,0,0.000, , , , , , 
18-jun-2016,0,4.500, , , , , , 
19-jun-2016,0,13.700, , , , , , 
20-jun-2016,0,0.000, , , , , , 
21-jun-2016,0,0.000, , , , , , 
22-jun-2016,0,0.000, , , , , , 
23-jun-2016,0,4.400, , , , , , 
24-jun-2016,0,1.300, , , , , , 
25-jun-2016,0,0.200, , , , , , 
26-jun-2016,0,0.000, , , , , , 
27-jun-2016,0,1.400, , , , , , 
28-jun-2016,0,6.700, , , , , , 
29-jun-2016,0,2.000, , , , , , 
30-jun-2016,0,3.000, , , , , , 
01-jul-2016,0,5.100, , , , , , 
02-jul-2016,0,0.800, , , , , , 
